Region (English) / Région (anglais),Region (French) / Région (français),Scenario (English) / Scénario (anglais),Scenario (French) / Scénario (français),Economic Sector (English) / Secteur économique (anglais),Economic Sector (French) / Secteur économique (français),Subsector Level 1 (English) / Sous-secteur niveau 1 (anglais),Subsector Level 1 (French) / Sous-secteur niveau 1 (français),Subsector Level 2 (English) / Sous-secteur niveau 2 (anglais),Subsector Level 2 (French) / Sous-secteur niveau 2 (français),Subsector Level 3 (English) / Sous-secteur niveau 3 (anglais),Subsector Level 3 (French) / Sous-secteur niveau 3 (français),Units (English) / Unité (anglais),Units (French) / Unité (français),2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030
Yukon Territory,Yukon,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,-,-,-,-,-,-,-,-,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.2,0.2
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,Freight Transport,Transport de marchandises,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,0.3,0.3,0.4,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Transportation,Transports,Passenger Transport,Transport de passagers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Reference Case,Scénario de reference 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Transportation,Transports,Freight Transport,Transport de marchandises,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.3,0.3,0.3,0.3,0.4,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3,0.3
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Transportation,Transports,Passenger Transport,Transport de passagers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yukon Territory,Yukon,2018 Additional Measures Scenario,Scénario avec mesures supplémentaires 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0,0,0,0.1,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.2,0.2,0.1,0.2,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Transportation,Transports,Freight Transport,Transport de marchandises,Domestic Aviation and Marine,Transport aérien et transport maritime intérieurs,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Transportation,Transports,Freight Transport,Transport de marchandises,"Heavy Duty Trucks, Rail","Camions lourds, trains",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.5,0.4,0.8,0.6,0.3,0.4,0.5,0.4,0.4,0.3,0.3,0.3,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Transportation,Transports,"Other: Recreational, Commercial and Residential","Autres : à des fins récréatives, commerciales et résidentielles",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,x,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Transportation,Transports,Passenger Transport,Transport de passagers,"Bus, Rail and Domestic Aviation","Transport par autobus, train et transport aérien intérieur",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Transportation,Transports,Passenger Transport,Transport de passagers,"Cars, Light Trucks and Motorcycles","Voitures, camions légers et motocyclettes",n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Cement,Ciment,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Chemicals and Fertilizers,Produits chimiques et engrais,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Iron and Steel,Sidérurgie,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Lime and Gypsum,Chaux et gypse,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,-,-,-,-,-,-,-,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Mining,Exploitation minière,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.2,0.3,0.3,0.3,0.2,0.3,0.3,0.3,0.3,0.5,0.6,0.5,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Pulp and Paper,Pâtes et papiers,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Heavy Industry,Industrie lourde,Smelting and Refining (Non Ferrous Metals),Fonte et raffinage (métaux non ferreux),n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Buildings,Bâtiments,Commercial,Commercial,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.2,0.2,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Buildings,Bâtiments,Residential,Résidentiel,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,0.1,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Agriculture,Agriculture,On Farm Fuel Use,Utilisation de combustibles à la ferme ,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,-,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,"Light Manufacturing, Construction and Forest Resources","Industrie légère, construction et ressources forestières",n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,NIR 2018,RIN 2018,Waste and Others,Déchets et autres sources,Waste,Déchets,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,0,0,0,0,0,0,0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,-,-,-,-,-
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Natural Gas Distribution,Distribution du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Downstream Oil and Gas,Industrie aval du pétrole et du gaz,Petroleum Products,Raffinage du pétrole,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Conventional Oil Production,Production de pétrole classique,Frontier Oil Production,Production de pétrole des régions pionnières,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Natural Gas Production and Processing,Production et traitement du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Oil and Gas,Pétrole et gaz,Upstream Oil and Gas,Industrie amont du pétrole et du gaz ,Oil and Natural Gas Transmission,Transport du pétrole et du gaz naturel,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Northwest Territory,Territoires du Nord-Ouest,2018 Reference Case,Scénario de reference 2018,Electricity,Électricité,n/a,s/o,n/a,s/o,n/a,s/o,Megatonnes of carbon dioxide equivalent,Mégatonnes d'équivalent de dioxyde de carbone,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x
